#START7777
# YYMMDDHHMI   STN IW IR IX CH VV CA  WD   WS    TA    TD    HM     PA     PS PT     PR     RN RH WC WP CD CL CM CT  S19    TM    Tm  S33  S34  S35  S36  S37  S28  S29
#        UTC    ID -- -- -- -- --  8 deg  m/s     C     C     %    hPa    hPa --    hPa     mm 6h -- --  8 -- -- -- ----     C     C ---- ---- ---- ---- ---- ---- ----
202511091200 14023  1  4  6 -9 -9 -9 260  1.0  13.0   3.4  52.1  988.6 1017.6 -1    1.6  -99.0  0 -9 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 0705
202511091200 14024  1  4  7  9 84  0 200  2.0   9.5   1.4  56.9  908.4  -99.0 -1    0.7  -99.0  0  0 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 8035 -999 -999 -999 0705
202511091200 14026  1  1  2  9 80  0 180  5.0  13.9   2.8  47.1  985.7 1017.1  7    1.3  -99.0  1 -9 -9  0  0  0  0 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 0705
202511091200 14031  1  4  7  9 83  0 190  2.0  13.6   4.5  54.1  995.3 1017.6 -1    1.2  -99.0  0  0 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 0705
202511091200 14105  1  1  2  5 84  1 310  3.0  15.2   7.2  58.8 1016.5 1016.9  8    0.9  -99.0  1 -9 -9  1  1  0  0 -999 -99.0 -99.0 -999 -999 -999 -999 -999 1830 0705
202511091200 14106  1  4  7  9 89  0  20  0.0  16.8   3.8  41.9 1010.2 1016.8 -1    1.4  -99.0  0  0 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 0705
202511091200 14112  1  1  2  9 70  0  60  4.0  10.8   4.0  62.8  -99.0  -99.0 -1  -99.0  -99.0  1 -9 -9  0  0  0  0 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 0705
202511091200 14118  1  4  7 -9 -9 -9  -9 -9.0  11.7  -6.1  28.2  -99.0  -99.0 -1  -99.0  -99.0  0  0 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 -999
202511091200 14120  1  1  2 -9 80  1   0  0.0  11.4   6.9  73.8  999.5 1018.5 -1    1.6  -99.0  1 -9 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 0705
202511091200 14121  1  4  7  9 67  0 110  2.0  10.2   6.4  77.3  991.9 1018.5 -1    1.5  -99.0  0  0 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 0705
202511091200 14122  1  1  1 -9 58  4 260  1.0   8.8   7.4  90.9  999.0 1018.6  7    1.5  -99.0  1  1 42  4  6  0  0 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 0705
202511091200 14216  1  1  2  6 70  1 160  1.0  17.1   3.7  40.8 1001.7 1016.5  8    1.1  -99.0  1 -9 -9  1  1  0  0 -999 -99.0 -99.0 -999 -999 -999 -999 0000 -999 2322
202511091200 14219  1  4  6 -9 -9 -9 100  1.0   9.0   2.6  64.2  917.3  -99.0  7    0.8  -99.0  0 -9 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 -999
202511091200 14232  1  1  1  2  5  6  10  1.0   7.5   7.3  98.6 1005.2 1018.8  8    1.2  -99.0  1 42 44  6  6  0  0 -999 -99.0 -99.0 -999 -999 -999 -999 9999 -999 -999
202511091200 14234  1  1  1  9 60  0 180  1.0   9.2   6.4  82.6  994.4 1019.0  8    1.1  -99.0  1  2 41 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 0001 -999 -999
202511091200 14235  1  1  2  9 60  0 120  2.0   7.6   3.6  75.8  902.6  -99.0  7    0.5  -99.0  1 -9 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 0003 -999 -999
202511091200 14236  1  1  1  4 35  8 270  1.0   7.3   5.9  90.8  999.8 1019.2  8    1.1  -99.0  1 10 42  8  6 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 0003 -999 -999
202511091200 14240  1  1  1  4 30  8 230  1.0   7.5   6.5  93.4 1003.2 1018.8  7    0.9  -99.0  1 10 42  8  6 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 0002 -999 -999
202511091200 14241  1  1  1  1 20  8 240  1.0   7.0   6.2  94.6 1005.8 1018.9  8    1.2  -99.0  1 10 44  8  6 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 0001 -999 -999
202511091200 14244  1  1  1  3 10  8 180  1.0   6.8   6.6  98.6 1006.8 1018.9  8    1.2  -99.0  1 10 -9  8  6 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 0000 -999 -999
202511091200 14246  1  1  2  5 70  1 180  3.0  13.6   6.6  62.6  997.5 1017.5  6    1.1  -99.0  1 -9 -9  1  1  0  0 -999 -99.0 -99.0 -999 -999 -999 -999 0000 -999 -999
202511091200 14248  1  1  1  4 20  8 210  2.0   7.8   7.2  96.0 1001.6 1019.4  8    0.6  -99.0  1 28 44  8  6 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 0000 -999 -999
202511091200 14253  1  1  1  5 20  8 210  1.0   9.0   7.8  92.2 1002.6 1019.9  8    0.7  -99.0  1 10 22  8  6 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 0000 -999 -999
202511091200 14256  1  1  1  9 20  0 240  2.0  10.8   7.0  77.3  986.5 1017.9  8    0.6  -99.0  1 10 42 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 0000 -999 -999
202511091200 14258  1  1  2  6 60  8 270  1.0   8.8   8.4  97.3 1000.0 1018.8  8    0.7  -99.0  1 -9 -9  8  6 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 0000 -999 -999
202511091200 14280  1  1  2  4 60  7  80  1.0  10.7   9.6  92.9 1007.4 1018.2  6    0.9  -99.0  1 -9 -9  7  6  0  0 -999 -99.0 -99.0 -999 -999 -999 -999 0011 -999 -999
202511091200 14284  1  1  1  3 60  8  30  1.0   9.9   8.0  88.0 1008.0 1018.8  8    0.8  -99.0  1  2 42  8  6 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 0006 8707 -999
202511091200 14307  1  1  2  6 84  2 310  3.0  15.8   6.0  52.1 1008.9 1016.5  8    0.8  -99.0  1 -9 -9  2  1  0  0 -999 -99.0 -99.0 -999 -999 -999 -999 0000 2844 -999
202511091200 14308  1  1  2  7 82  1  20  1.0  15.2   5.7  53.0  981.7 1016.1  8    0.7  -99.0  1 -9 -9  1  1  0  0 -999 -99.0 -99.0 -999 -999 -999 -999 0000 -999 -999
202511091200 14314  1  1  2  5 70  1  20  4.0  16.4   8.0  57.5 1009.9 1016.2  8    1.0  -99.0  1 -9 -9  1  1  3  0 -999 -99.0 -99.0 -999 -999 -999 -999 0000 -999 2323
202511091200 14317  1  1  2  9 82  0 280  3.0  15.5   5.3  50.6 1006.5 1016.7  8    1.1  -99.0  1 -9 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 0000 -999 -999
202511091200 14321  1  1  2  6 80  1 340  3.0  17.8   4.6  41.6 1013.5 1015.9  7    0.9  -99.0  1 -9 -9  1  1  0  0 -999 -99.0 -99.0 -999 -999 -999 -999 0000 -999 2312
202511091200 14323  1  1  2  6 75  1 100  3.0  17.8   5.4  44.0 1012.7 1016.0  8    1.3  -99.0  1 -9 -9  1  1  0  0 -999 -99.0 -99.0 -999 -999 -999 -999 0000 -999 2323
202511091200 14324  1  1  2  4 75  1 220  1.0   7.0   2.8  74.6  839.5  -99.0  1    0.2  -99.0  1 -9 -9  1  1  0  0 -999 -99.0 -99.0 -999 -999 -999 -999 0000 -999 -999
202511091200 14328  1  1  2  6 60  1 190  2.0  13.6   4.6  54.5  979.1 1017.9  7    1.2  -99.0  1 -9 -9  1  1  0  0 -999 -99.0 -99.0 -999 -999 -999 -999 0000 -999 -999
202511091200 14330  1  1  2  6 70  4 270  1.0   8.6   4.1  73.3  951.0 1017.4  8    1.1  -99.0  1 -9 -9  2  1  3  1 -999 -99.0 -99.0 -999 -999 -999 -999 0000 -999 -999
202511091200 14365  1  1  1 -9  2  9 210  2.0   7.0   7.0 -99.0 1001.9 1018.2  7    1.2    0.1  1 43 44 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 0003 -999 -999
202511091200 14370  1  1  1 -9  5  9 240  1.0   6.9   6.7  98.6 1007.7 1018.6  8    1.0  -99.0  1 43 44 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 0015 -999 -999
202511091200 14382  1  1  1  4  8  8 310  1.0   8.3   7.9  97.3 1007.1 1019.1  7    0.8  -99.0  1 44 44  8  6 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 9999 -999 -999
202511091200 14428  1  1  2  9 70  1 330  3.0  19.4  12.2  63.1 1014.3 1015.0  8    1.1  -99.0  1 -9 -9  1  0  3  0 -999 -99.0 -99.0 -999 -999 -999 -999 0000 -999 2312
202511091200 14431  1  1  2  9 80  1  30  2.0  18.4   7.5  49.0 1005.4 1015.3  8    1.2  -99.0  1 -9 -9  1  0  3  0 -999 -99.0 -99.0 -999 -999 -999 -999 0000 -999 -999
202511091200 14438  1  1  2  6 80  6 100  2.0  17.7  10.0  60.6 1005.4 1014.3  8    1.4  -99.0  1 -9 -9  6  8  0  0 -999 -99.0 -99.0 -999 -999 -999 -999 0000 -999 2301
202511091200 14441  1  1  1  5 80  7 140  2.0  17.5  13.7  78.4 1008.6 1014.0  7    0.8    3.0  1  2 62  6  8  8  0 -999 -99.0 -99.0 -999 -999 -999 -999 0078 -999 2311
202511091200 14442  1  1  2  6 75  6 330  1.0  17.5   8.0  53.6  984.4 1014.1  7    1.8  -99.0  1 -9 -9  2  8  5  5 -999 -99.0 -99.0 -999 -999 -999 -999 0000 -999 -999
202511091200 14443  1  1  1  6 98  7  70 -9.0  16.9  16.0  94.4 1005.8 1014.2  7    0.9    0.5  1  1 26  7  2  2  9 -999 -99.0 -99.0 -999 -999 -999 -999 0005 -999 2312
202511091200 14444  1  1  2  9 82  7 110  2.0  18.5  10.3  58.8 1012.4 1014.9  7    1.1  -99.0  1 -9 -9  7  0  3  0 -999 -99.0 -99.0 -999 -999 -999 -999 0000 7359 -999
202511091200 14445  1  1  2  6 82  7 140  6.0  17.8  11.5  66.6  999.3 1014.3  7    1.0  -99.0  1 -9 -9  2  8  3  0 -999 -99.0 -99.0 -999 -999 -999 -999 0000 2896 2312
202511091200 14447  1  1  2  5 83  7 120  3.0  18.4  11.2  62.8 1011.4 1014.4  8    0.9  -99.0  1 -9 -9  5  8  4  0 -999 -99.0 -99.0 -999 -999 -999 -999 0001 -999 2312
202511091200 14452  1  1  2  4 70  7  60  5.0  14.4  11.4  82.2  993.1 1015.2  6    0.6  -99.0  1 -9 -9  3  5  2  0 -999 -99.0 -99.0 -999 -999 -999 -999 0032 -999 2312
202511091200 14454  1  1  2  6 80  7 320  2.0  16.5  13.0  79.8 1008.5 1014.4  7    1.3  -99.0  1 -9 -9  1  8  7  0 -999 -99.0 -99.0 -999 -999 -999 -999 0002 -999 2312
202511091200 14462  1  1  1  5 50  8  90  3.0  13.0  12.5  96.8 1015.1 1015.7  7    0.7    2.0  1 61 -9  4  7  2 -9 -999 -99.0 -99.0 -999 -999 -999 -999 0108 -999 -999
202511091200 14472  1  1  2  6 65  6  30  3.0  17.1  10.5  65.1 1008.0 1014.3  8    1.0    0.5  1 -9 -9  2  2  5  0 -999 -99.0 -99.0 -999 -999 -999 -999 0029 -999 2312
202511091200 14474  1  1  2  6 80  6 100  3.0  18.8  10.8  59.7  995.9 1014.4  8    1.5  -99.0  1 -9 -9  1  5  7  1 -999 -99.0 -99.0 -999 -999 -999 -999 0020 1643 -999
202511091200 14537  1  1  1  6 70  3 230  1.0   7.8   7.0  94.7  998.7 1017.9  8    1.3  -99.0  1  1 44  1  1  4  0 -999 -99.0 -99.0 -999 -999 -999 -999 -999 1836 -999
202511091200 14542  1  1  1  5  8  6 290  1.0   9.9   7.3  83.8 1000.2 1019.1  7    1.1  -99.0  1 44 42  5  5  7  0 -999 -99.0 -99.0 -999 -999 -999 -999 -999 5620 5990
202511091200 14543  1  1  6 -9 -9 -9 190  0.0   9.8   6.6  80.5  967.8 1018.0  7    0.5  -99.0  1 -9 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 -999
202511091200 14544  1  1  2  6 70  7  90  1.0  11.0   5.6  69.3  951.4 1017.2  8    1.5  -99.0  1 -9 -9  7  5  0  0 -999 -99.0 -99.0 -999 -999 -999 -999 -999 7643 -999
202511091200 14549  1  1  6 -9 -9 -9  50  1.0  12.9 -99.0 -99.0  976.2 1017.0  8    1.7  -99.0  1 -9 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 -999
202511091200 14557  1  1  1  9 58  4 280  2.0  10.8   7.3  79.0  982.8 1019.2  8    0.9  -99.0  1 10 22  2  0  3  2 -999 -99.0 -99.0 -999 -999 -999 -999 -999 2360 -999
202511091200 14640  1  1  2  5 70  7 270  2.0  13.3   8.3  71.7  932.5  -99.0  7    0.9  -99.0  1 -9 -9  7  3  0  0 -999 -99.0 -99.0 -999 -999 -999 -999 -999 3930 -999
202511091200 14648  1  1  1  6 65  8 290  1.0  14.8  13.5  91.9 1005.4 1017.2  7    0.5    0.1  1 61 22  3  5  7 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 3647 -999
202511091200 14654  1  1  1  5 40  8 250  1.0   7.8   6.0  88.4  941.7 1015.8  8    1.0    0.0  1 10 44  6  6  7 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 6720 -999
202511091200 15000  1  9  1  5 50  8 120  2.0  10.6  10.0  96.1  985.8 1017.2  8    0.2  -99.0  1 10 42  8  5 -9 -9 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 1004
202511091200 15004  1  9  7 -9 61 -9  80  1.0  11.0  10.1  94.2  985.3 1018.5  1    0.5    2.0  1 81 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 5300 0017 -999 -999 -999
202511091200 15007  1  9  1  5 65  7 110  2.0  12.9  10.1  83.1  970.0 1016.3  7    0.7  -99.0  1 60 42  5  8  7  0 -999 -99.0 -99.0 -999 -999 5304 0007 -999 -999 1004
202511091200 15010  1  9  1  6 70  8 220  5.0  11.2  10.0  92.3 1003.3 1018.4  1    0.3    0.5  1  2 62  6  5  7 -9 -999 -99.0 -99.0 -999 -999 5300 9917 -999 -999 1007
202511091200 15014  1  9  1  5 70  8 210  1.0  12.0   9.7  85.8  996.0 1018.6  1    0.4    2.0  1  2 62  4  5  7 -9 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 1002
202511091200 15015  1  9  1  5 70  7 240  4.0  10.8   7.2  78.4  958.5  -99.0  2    0.6    2.0  1  2 86  4  3  7  0 -999 -99.0 -99.0 -999 -999 5302 9997 -999 -999 1006
202511091200 15020  1  9  5  5 70  7  80  2.0  13.8  11.2  84.3  997.1 1016.6  8    0.8  -99.0  1  0 -9  4  5  7  0 -999 -99.0 -99.0 -999 -999 5301 0007 -999 -999 1003
202511091200 15023  1  9  5  5 70  5  90  2.0  13.6  10.5  81.5  972.8 1014.6  7    0.8  -99.0  1  0 -9  3  8  7  0 -999 -99.0 -99.0 -999 -999 5307 0007 -999 -999 1004
202511091200 15025  1  9  7 -9 58 -9 120  4.0  11.9  10.9  93.6 1003.7 1017.1  8    0.9  -99.0  1 10 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 -999
202511091200 15033  1  9  1 -9 93  9 210  6.0   2.3   1.2  92.4  819.7  -99.0  0    0.2    6.0  1 61 64 -9 -9 -9 -9 -999 -99.0 -99.0 -999 1998 5300 0037 -999 -999 1012
202511091200 15042  1  9  7 -9 60 -9 230  4.0  11.0  10.2  94.8 1003.2 1018.5  1    0.5    1.0  1 21 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 5301 9997 -999 -999 -999
202511091200 15044  1  9  5 -9 70 -9 220  5.0  11.6   8.9  83.5  999.2 1018.6  0    0.3  -99.0  1  0 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 -999
202511091200 15047  1  9  1  6 70  8 320  1.0  11.0   8.9  86.9  975.2 1018.9  1    0.5    0.1  1  2 82  3  5  7 -9 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 1002
202511091200 15056  1  9  1  5 70  8 170  5.0  11.7  10.8  94.2  982.2 1016.9  7    0.7  -99.0  1  2 42  8  5 -9 -9 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 1007
202511091200 15063  1  9  5  5 70  7 270  2.0  12.6   7.7  72.0  983.0 1018.5  0    0.2  -99.0  1  0 -9  5  3  7  0 -999 -99.0 -99.0 -999 -999 5301 0007 -999 -999 1004
202511091200 15069  1  9  5 -9 70 -9 270  4.0   8.9   7.1  88.5  910.6  -99.0  4    0.1    0.1  1  0 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 -999
202511091200 15073  1  9  5 -9 70 -9  90  2.0  13.4  10.3  81.5  970.7 1016.7  7    0.8  -99.0  1  0 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 5305 0007 -999 -999 -999
202511091200 15080  1  9  1  9 67  7 220  6.0  11.0   9.3  89.2 1002.5 1019.1  0    0.2    0.8  1  1 62  7  0  7  0 -999 -99.0 -99.0 -999 -999 5300 9917 -999 -999 1008
202511091200 15083  1  9  5  5 70  8 330  2.0  12.3   9.1  80.8  989.8 1017.8  2    0.3  -99.0  1  0 -9  4  2  7 -9 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 1004
202511091200 15085  1  9  1  5 70  7 290  1.0  12.6   9.2  79.8  973.8 1017.5  0    0.1    0.7  1  2 62  4  3  7  0 -999 -99.0 -99.0 -999 -999 5301 0007 -999 -999 1002
202511091200 15088  1  9  1 -9 91  9 230 11.0   0.9   0.8  99.3  796.3  -99.0  4    0.0    2.0  1 45 64 -9 -9 -9 -9 -999 -99.0 -99.0 -999 1998 5300 0017 -999 -999 1015
202511091200 15090  1  9  1  3 96  8 110  3.0  12.8  11.3  90.6 1008.9 1018.1  7    0.7  -99.0  1 10 22  8  6 -9 -9 -999 -99.0 -99.0 -999 -999 5301 0007 -999 -999 1006
202511091200 15094  1  9  1  2  2  8 150  3.0  11.1  11.1 -99.0  971.2 1018.7  7    0.7  -99.0  1 42 44  8  6 -9 -9 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 1006
202511091200 15095  1  9  5 -9 70 -9 240  3.0  10.0   7.8  86.2  979.0 1019.3  0    0.2  -99.0  1  0 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 -999
202511091200 15099  1  9  5  5 70  5 340  2.0  12.1   6.6  69.0  951.9  -99.0  0    0.1  -99.0  1  0 -9  5  8  0  0 -999 -99.0 -99.0 -999 -999 5306 0007 -999 -999 1002
202511091200 15107  1  9  5  5 97  6 310  5.0  11.7   7.6  75.9  937.7  -99.0  4    0.1  -99.0  1  0 -9  6  3  0  0 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 1008
202511091200 15108  1  9  2  2 98  6 270  6.0   3.0   2.7  97.9  808.8  -99.0  4    0.1  -99.0  1 -9 -9  4  5  4  0 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 1011
202511091200 15109  1  9  5  5 70  6 130  2.0  11.4   8.7  83.5  974.1 1017.2  7    0.7  -99.0  1  0 -9  3  8  5  0 -999 -99.0 -99.0 -999 -999 5304 0007 -999 -999 1003
202511091200 15111  1  9  1  4 70  8 180  5.0  13.2  11.2  87.7  990.4 1016.5  7    0.6  -99.0  1  2 42  8  6 -9 -9 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 1007
202511091200 15113  1  9  5  4 60  8 110  3.0  13.3  12.4  94.3 1001.1 1017.2  7    0.9  -99.0  1  0 -9  6  6  7 -9 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 1004
202511091200 15117  1  9  1  5 62  8 230  3.0  10.3   9.2  92.9  999.4 1019.4  0    0.1    0.2  1  2 62  4  2  7 -9 -999 -99.0 -99.0 -999 -999 5300 9927 -999 -999 1004
202511091200 15118  1  9  1  4 65  8 260  1.0   4.7   4.7 -99.0  890.9  -99.0  0    0.1    0.7  1  2 64  5  5  7 -9 -999 -99.0 -99.0 -999 -999 5300 9917 -999 -999 1003
202511091200 15119  1  9  6 -9 -9 -9 280 11.0   0.6   0.6 -99.0  813.9  -99.0  4    0.0  -99.0  1 -9 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 5301 0007 -999 -999 -999
202511091200 15120  1  9  1  5 70  6  60  2.0  12.9   8.6  75.1  969.1 1017.8  4    0.1    0.0  1  2 64  3  8  7  0 -999 -99.0 -99.0 -999 -999 5302 0007 -999 -999 1003
202511091200 15123  1  9  5 -9 70 -9 250  2.0  14.0   6.9  62.2  971.1 1018.4  0    0.1    0.2  1  0 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 5304 0007 -999 -999 -999
202511091200 15124  1  9  5 -9 70 -9 200  4.0  13.1   8.2  72.1  965.4 1018.6  0    0.2    0.3  1  0 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 5306 0007 -999 -999 -999
202511091200 15127  1  9  1  5 99  6 220  5.0  12.9   6.4  64.6  930.4  -99.0  4    0.0  -99.0  1  1 42  4  3  0  1 -999 -99.0 -99.0 -999 -999 5307 0007 -999 -999 1007
202511091200 15136  1  9  1  4 58  8 200  4.0  10.4   9.7  95.4 1007.4 1019.3  0    0.0  -99.0  1 10 22  6  6  2 -9 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 1005
202511091200 15138  1  9  1  5 59  8 220  1.0   8.0   7.5  96.6  949.5  -99.0  0    0.3    0.6  1 10 64  5  5  7 -9 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 1003
202511091200 15143  1  9  5 -9 70 -9 220  3.0  14.6   5.6  54.7  967.5 1018.0  4    0.0    0.0  1  0 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 5310 0007 -999 -999 -999
202511091200 15145  1  9  1  5 70  4 230  2.0  14.9   8.0  63.3  981.7 1018.6  0    0.0  -99.0  1  2 41  1  2  4  1 -999 -99.0 -99.0 -999 -999 5310 0007 -999 -999 1003
202511091200 15148  1  9  1  4 70  7 230  4.0   6.6   5.0  89.5  871.5  -99.0  2    0.2    0.7  1  2 62  7  8  0  0 -999 -99.0 -99.0 -999 -999 5302 0007 -999 -999 1008
202511091200 15150  1  2  1  4 70  8 160  2.0  14.0  12.0  87.7  996.2 1017.2  7    0.8  -99.0  1  2 42  8  6 -9 -9 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 1005
202511091200 15154  1  9  5  4 62  8 150  3.0  13.2  11.8  91.2 1003.3 1017.5  7    0.8  -99.0  1  0 -9  5  6  7 -9 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 1005
202511091200 15160  1  9  5  5 70  5 180  2.0  12.8   6.6  65.9  984.9 1018.3  8    0.4  -99.0  1  0 -9  5  5  0  0 -999 -99.0 -99.0 -999 -999 5303 0007 -999 -999 1004
202511091200 15162  1  9  5  5 70  5 200  1.0  13.2   6.8  65.1  946.4  -99.0  8    0.3  -99.0  1  0 -9  4  8  4  0 -999 -99.0 -99.0 -999 -999 5305 0007 -999 -999 1003
202511091200 15163  1  9  5  4 68  6  50  0.0   5.7   3.7  86.9  865.1  -99.0  0    0.4  -99.0  1  0 -9  2  5  7  0 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 1002
202511091200 15165  1  9  1  6 99  6 320  1.0  12.6   6.6  66.8  956.4  -99.0  0    0.2  -99.0  1  3 41  3  2  4  1 -999 -99.0 -99.0 -999 -999 5306 0007 -999 -999 1002
202511091200 15168  1  9  5 -9 70 -9 250  1.0  13.9   7.7  66.2  956.4  -99.0  4    0.1  -99.0  1  0 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 5304 0007 -999 -999 -999
202511091200 15170  1  9  1  5 70  7  80  1.0  11.6   8.6  81.8  940.0  -99.0  7    0.3  -99.0  1  1 42  5  3  0  8 -999 -99.0 -99.0 -999 -999 5301 0007 -999 -999 1002
202511091200 15179  1  9  7 -9  5 -9 200  3.0   7.6   7.6 -99.0  962.9 1020.1  0    0.1    0.1  1 31 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 -999
202511091200 15182  1  9  5  5 70  6 290  1.0  12.3   8.2  76.0  997.5 1019.0  8    0.5  -99.0  1  0 -9  5  5  4  0 -999 -99.0 -99.0 -999 -999 5301 0007 -999 -999 1002
202511091200 15184  1  9  1  4 99  5 220  3.0   5.7   5.7 -99.0  882.3  -99.0  0    0.1  -99.0  1  2 42  5  3  0  0 -999 -99.0 -99.0 -999 -999 5306 0007 -999 -999 1004
202511091200 15189  1  9  5 -9 70 -9 210  3.0  16.3   7.9  57.5  979.8 1017.4  7    0.4  -99.0  1  0 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 5310 0007 -999 -999 -999
202511091200 15194  1  9  5  5 70  4  90  2.0  15.4  12.3  81.8  987.8 1016.6  7    1.1  -99.0  1  0 -9  1  2  4  1 -999 -99.0 -99.0 -999 -999 5310 0007 -999 -999 1004
202511091200 15197  1  9  5 -9 64 -9 150  2.0  13.7  12.7  93.7  997.1 1017.9  7    0.9  -99.0  1  0 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 -999
202511091200 15199  1  9  1  5 70  8 200  3.0  11.2   8.6  84.0 1008.8 1019.3  8    0.2    0.0  1  2 62  8  8 -9 -9 -999 -99.0 -99.0 -999 -999 5300 9907 -999 -999 1003
202511091200 15200  1  9  5  5 70  8 180  3.0  10.5   8.8  89.2 1005.0 1019.4  8    0.2  -99.0  1  0 -9  8  5 -9 -9 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 1004
202511091200 15204  1  9  5 -9 70 -9 240  1.0  11.1   6.9  75.3 1001.4 1020.5  8    0.4  -99.0  1  0 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 5301 0007 -999 -999 -999
202511091200 15206  1  9  5 -9 70 -9 300  1.0  13.3   7.8  69.3  986.4 1019.2  8    0.5  -99.0  1  0 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 5305 0007 -999 -999 -999
202511091200 15208  1  9  5  5 70  5 210  2.0  15.0   9.9  71.5  988.6 1018.0  7    0.3  -99.0  1  0 -9  1  2  7  1 -999 -99.0 -99.0 -999 -999 5304 0007 -999 -999 1004
202511091200 15209  1  9  6 -9 -9 -9 240  5.0  14.7   7.0  59.9  977.9 1018.1  4    0.1  -99.0  1 -9 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 5300 0007 -999 -999 -999
202511091200 15215  1  9  1  5 99  7 290  4.0  14.1   7.9  66.2  958.3  -99.0  4    0.0  -99.0  1  2 42  3  2  0  8 -999 -99.0 -99.0 -999 -999 5305 0007 -999 -999 1005
202511091200 15217  1  9  5  5 70  6 270  3.0  16.0   8.5  61.0  950.5  -99.0  7    0.7  -99.0  1  0 -9  3  2  4  8 -999 -99.0 -99.0 -999 -999 5310 0007 -999 -999 1007
